"","team","opr_difficulty_rating","rp_difficulty_rating"
"1","frc1323",-22.9467950450046,-0.784779075682914
"2","frc2046",-22.0940383880237,-0.677732832113114
"3","frc2338",-17.5708318208407,-0.80122889753477
"4","frc1796",-16.0179725645488,-0.925869003335199
"5","frc1987",-14.8953755163895,-0.661163876299953
"6","frc4414",-14.560229133931,-0.852727228050936
"7","frc1706",-14.5064383491173,-0.469540995485486
"8","frc7457",-13.8488666027127,-0.58727354797779
"9","frc2052",-10.6637226623804,-0.481218790020959
"10","frc6357",-10.6112433324569,-0.309774641356832
"11","frc4391",-10.5715527618019,-0.540232855571608
"12","frc4400",-10.37498194394,-0.552040099341816
"13","frc573",-9.3508199424044,-0.361448725018022
"14","frc4265",-8.24975196220623,-0.356790473601437
"15","frc341",-7.92863944424156,-0.197524579929938
"16","frc2495",-7.84864486229659,-0.283305796999546
"17","frc6429",-7.80197272673981,-0.479236852188057
"18","frc3357",-7.62008500513872,-0.446918432209468
"19","frc68",-7.57264688078815,-0.402870274867512
"20","frc2481",-7.41753647914548,-0.363959554795959
"21","frc245",-7.35430615711177,-0.392954682121654
"22","frc488",-6.92229713741969,-0.176344682056525
"23","frc610",-6.45683916020505,-0.228679513805882
"24","frc1727",-5.85825466493707,-0.27790370498673
"25","frc226",-4.77533429033109,-0.129833186368013
"26","frc3636",-4.49567957052499,-0.0140516499197043
"27","frc1807",-4.1888146659481,-0.0387206989442367
"28","frc2930",-4.1106912646692,-0.165058043095118
"29","frc4336",-3.55964554125407,-0.112244976792746
"30","frc8736",-3.19978440361686,0.0108126663753612
"31","frc5675",-2.8256719856456,-0.434494764696341
"32","frc2609",-2.34908457583981,-0.145106474411399
"33","frc353",-2.16391812100558,-0.109189092217928
"34","frc999",-2.08686894096524,-0.0149517233456235
"35","frc107",-1.48345543297123,-0.198089044887934
"36","frc2169",-1.18452103089152,-0.0235799098076777
"37","frc365",-1.03054825058623,0.369287707323666
"38","frc5526",-0.770529440065012,-0.42596441823726
"39","frc1986",-0.419721481580095,0.0155601612960851
"40","frc4096",-0.197650354309869,-0.0263214634449768
"41","frc7407",-0.181942511410807,0.151598482338208
"42","frc4213",0.195029629231212,-0.0126063856852529
"43","frc876",0.704720046156048,0.0473254995288936
"44","frc4682",1.03978144817,0.185916033737895
"45","frc8019",1.04623800785755,0.0799687557539311
"46","frc9260",1.09519975425198,0.21689052498612
"47","frc498",1.95768492050772,0.0940714952154277
"48","frc9118",2.34234528230274,0.0276659680109176
"49","frc9182",2.45498785220195,-0.0178745975551634
"50","frc2096",2.71310240832454,0.194410301681547
"51","frc4930",2.80312716063909,0.353953956241476
"52","frc1792",3.27235464769493,0.0831812305790269
"53","frc6024",3.62388833729155,0.135130995390084
"54","frc2341",4.12475877101598,-0.0341026059899108
"55","frc9082",5.41346829639475,0.166315585850121
"56","frc9071",5.45445758327746,0.434467795518637
"57","frc696",6.3846565324484,0.41589095332399
"58","frc5587",6.50312817603734,0.449876838043286
"59","frc201",6.59047454694523,0.315686043055703
"60","frc2718",7.12289826830376,0.312981630544904
"61","frc4450",7.94022008020653,0.359288198633589
"62","frc5667",8.13899889268968,0.282427546416003
"63","frc3189",10.2338421805161,0.213706182742561
"64","frc772",10.445022621629,0.33490012355253
"65","frc6721",11.2446708389078,0.688380863754029
"66","frc4135",11.3577790976406,0.424186730586287
"67","frc1799",12.302104210613,0.54055069414719
"68","frc6832",12.7509143917042,0.537332459627589
"69","frc3654",14.7260181397106,0.571439809801476
"70","frc9202",15.0279025424273,0.638102510983587
"71","frc6517",15.811417135844,0.693374208530232
"72","frc3019",15.9710666960054,0.741186857771501
"73","frc190",16.3620266090727,0.666829900142535
"74","frc5123",17.9998579840715,0.519937705767624
"75","frc1311",18.3002272077402,0.695052420993721
"76","frc5648",19.7437033089185,0.555086535176935
"77","frc5816",23.1335611394991,0.922287052265937
